case_id,width,height,blur,n_boxes,classes
110060030032026125634326891,715,1600,1644.3430394819306,4,"[0, 3, 8, 8]"
110060204032026074104558753,899,1599,389.4379730610813,4,"[0, 1, 2, 5]"
110060207012026113042870723,1036,492,182.6498629310242,4,"[0, 2, 2, 7]"
110060207012026113054408672,1036,492,115.50203344544127,0,[]
110060207012026113104411118,492,1036,567.2706932914723,4,"[0, 4, 6, 2]"
110060208082025052453979685_page01,1241,1754,5783.533161898487,4,"[0, 7, 6, 4]"
110060208082025052453979685_page02,1241,1754,4241.741264570681,4,"[0, 2, 4, 5]"
110060208082025052919073325,1280,960,71.87205634835296,4,"[0, 8, 8, 8]"
110060208082025052919084898,1280,960,91.77958006658554,4,"[0, 1, 8, 5]"
110060208082025052919095376,899,1599,109.91488713958427,4,"[0, 2, 2, 7]"
110060208082025052919128819,1200,1600,1063.521882096787,3,"[0, 5, 8]"
110060208082025052919130360,1200,1600,1739.167930117079,4,"[0, 4, 8, 3]"
110060219072025025206593989,900,1600,157.51017777421103,4,"[0, 1, 6, 2]"
110060219072025025225638609,1600,900,385.736747359143,4,"[0, 3, 3, 2]"
110060219072025025601404577,900,1600,150.2534982296219,0,[]
110060227012026064942575475,1600,900,19.659228929010418,4,"[0, 5, 4, 7]"
110060227012026064942609291,900,1600,35.17933608470486,4,"[0, 2, 8, 1]"
110060227012026064942653298,1600,900,143.23974403493008,0,[]
110061306022026012624299168,900,1600,618.5721117318282,4,"[0, 4, 4, 4]"
110061306022026012632205006,900,1600,100.15218866851079,0,[]
110061312022026102458831127,900,1600,74.88598882777006,4,"[0, 8, 6, 6]"
110063606102025062156015086,960,1280,655.0722794543896,4,"[0, 7, 5, 5]"
110063609092025080843459907,1600,900,1860.0656706555246,1,[0]
110063613102025060632523191,1280,963,204.30134550707726,4,"[0, 7, 2, 3]"
110063613102025060845310363,1280,963,579.5582092025193,4,"[0, 8, 6, 8]"
110063613102025061006143585,1280,963,149.71566635159562,0,[]
110063613102025061450002625,1280,963,104.87409050535517,4,"[0, 3, 7, 2]"
110063613102025062637606965,1280,963,377.94797702830175,4,"[0, 1, 2, 7]"
110063613102025062653263824,1280,963,299.278546080297,4,"[0, 3, 5, 7]"
110063613102025062954668107,1600,1204,161.5459141357411,3,"[0, 7, 3]"
110063613102025063034041305,1280,963,212.90218852166552,4,"[0, 5, 8, 2]"
110063613102025063407490988,1280,963,554.0641475320143,4,"[0, 6, 6, 7]"
110063613102025063416793137,1280,963,207.46293721321587,4,"[0, 2, 6, 6]"
110063613102025063649739166,1280,963,489.02722274497273,4,"[0, 4, 4, 5]"
110063613102025063657255485,1280,963,326.7651934059991,4,"[0, 3, 2, 1]"
110063613102025065040212578,1280,963,220.06476179877467,4,"[0, 3, 4, 7]"
110063613102025065051137984,1280,963,389.81230112860095,4,"[0, 4, 6, 6]"
110063613102025065308576328,1280,963,372.62848496403967,4,"[0, 2, 2, 5]"
110063613102025065320536971,1280,963,173.07693562431552,0,[]
110063613102025065621397261,1280,963,531.4998097733319,4,"[0, 6, 3, 4]"
110063613102025065628933819,1143,444,120.0606947491023,4,"[0, 2, 4, 8]"
110063613102025072758441897,1204,1600,211.06255850674313,0,[]
110063613102025073620161996,833,402,216.77490923310918,0,[]
110063616102025040631729880,1219,553,6142.95325629228,4,"[0, 4, 7, 4]"
110063621012026062958718190,1280,576,225.9827472180772,4,"[0, 1, 6, 5]"
110063621012026074252201080,1280,479,212.24994231472658,4,"[0, 5, 6, 5]"
110063621012026074304829393,1920,864,488.0005238455183,4,"[0, 7, 8, 2]"
110063621012026074436172754,1920,864,144.41216482014502,0,[]
110063621012026074443966466,1280,585,71.49528200208475,4,"[0, 4, 6, 8]"
110063621012026074515675744,960,1280,27.06193263052238,4,"[0, 8, 2, 6]"
110063621012026074522212552,682,1280,94.63815407844444,0,[]
110063621012026074549522717,1600,900,162.31301392314043,4,"[0, 6, 4, 2]"
110063621012026074555572412,1600,709,26.181923388788537,4,"[0, 7, 2, 4]"
110063621012026074624698305,1920,864,611.3966147803635,4,"[0, 4, 7, 2]"
110063621012026074631025274,1600,657,60.8465394924817,0,[]
110063621012026074758181262,900,1600,233.9932182744748,4,"[0, 8, 5, 8]"
110063621012026074806051776,1600,671,67.4835106961605,4,"[0, 6, 6, 5]"
110063628032026110445959116,1600,900,36.99913263617621,0,[]
110063628032026110806432193,899,645,312.00893049031123,4,"[0, 8, 8, 5]"
110064605112025063027747512,1440,1920,61.468803132619854,4,"[0, 5, 5, 5]"
110064605112025063212546313,1440,1920,145.86584521634754,4,"[0, 7, 4, 3]"
110064605112025063339939721,1440,1920,368.3269754466116,4,"[0, 7, 2, 6]"
110064605112025063510145845,1920,1440,530.7384349558417,4,"[0, 4, 4, 8]"
110064605112025063650007833,1440,1920,255.22960827288205,4,"[0, 7, 6, 1]"
110064605112025063734237909,1440,1920,58.43277316321017,4,"[0, 7, 3, 1]"
110064605112025064518005553,1920,1080,246.1368908102635,4,"[0, 8, 1, 1]"
110064605112025071201572192,1920,1080,1041.9773348566723,4,"[0, 3, 2, 2]"
110064605112025074048120611,1920,1080,382.68308014334053,4,"[0, 7, 3, 7]"
110064621012026062736902903,1204,1600,535.6729987108114,0,[]
110064621012026062752764670,1204,1600,9.48490705711434,3,"[0, 7, 8]"
110064621012026064925462644,1920,1440,530.7636074869268,4,"[0, 5, 4, 5]"
110064621012026064936200815,1440,1920,4143.222833567301,0,[]
110064621012026065038824498,1440,1920,58.43404664866117,4,"[0, 3, 5, 8]"
110064621012026065044912876,1920,1440,263.48865518301295,0,[]
110065427012026070120718413,900,1600,2358.695133094676,4,"[0, 8, 1, 8]"
110066002102025123308116927,1156,651,11976.822893830802,2,"[0, 8]"
110066002102025123534458402,1156,651,11812.3473938025,3,"[0, 7, 7]"
110066002102025123816997040,1156,651,11297.067075404066,2,"[0, 7]"
110066002102025124023199322,1156,651,11362.461296200398,0,[]
110066002102025124232624460,1156,651,12511.28213032212,0,[]
110066002102025124508392868,1156,651,11174.805986385292,3,"[0, 6, 8]"
110066002102025124622012143,1156,651,10811.341568282625,2,"[0, 4]"
110066009092025082500965964,1500,1920,17.726705554096736,0,[]
110066016092025033900982951,899,1599,63.158197391048034,4,"[0, 2, 8, 3]"
110066017032026050006051104,899,1599,448.97954225314555,3,"[0, 6, 5]"
110066017032026050739387880,899,1599,174.17178679628012,4,"[0, 8, 2, 2]"
110066019022026011446151982,1200,1600,1487.9473759155203,2,"[0, 5]"
110066019022026011503627582,1200,1600,352.165289979837,4,"[0, 7, 6, 7]"
110066021102025113620296862,1600,900,514.6531374612804,0,[]
110066021102025113639904137,900,1600,162.0869687492665,4,"[0, 1, 6, 4]"
110066021102025115800819105,900,1600,279.29868746587766,4,"[0, 8, 1, 6]"
110066021102025115822409795,1600,900,500.682383291319,3,"[0, 7, 8]"
110066021102025120808037436,900,1600,508.37455138462764,4,"[0, 4, 7, 6]"
110066021102025120823019441,1600,900,523.8577688523997,0,[]
110066021102025121101990453,1600,900,590.1956163170814,4,"[0, 1, 6, 3]"
110066021102025121152167475,900,1600,174.7611574531014,0,[]
110066021102025121340643127,900,1600,554.2294387057286,4,"[0, 3, 3, 8]"
110066021102025121353298027,1600,900,606.7897058331771,3,"[0, 6, 5]"
110066026022026062731024331,899,1599,169.95750832084525,4,"[0, 2, 1, 3]"
110066026022026062941913655,899,1599,113.79413071943156,4,"[0, 2, 5, 4]"
110066026022026063657719678,1599,899,364.25969966503885,4,"[0, 7, 2, 3]"
110066026022026064213234933,602,899,269.9737679320411,4,"[0, 3, 7, 6]"
110066026022026064225604589,899,1599,111.63667814065153,4,"[0, 7, 5, 6]"
110066026022026064407274650,899,1599,162.01156937469582,4,"[0, 4, 2, 7]"
110066026022026064417837914,899,1599,144.9755206618801,4,"[0, 6, 2, 3]"
110066028032026104054241243,899,1599,130.37503449903107,4,"[0, 8, 2, 3]"
110066029092025053849177388,1280,720,1013.1550507151239,0,[]
110066029092025054100378129,1280,720,698.3493540749432,4,"[0, 6, 8, 2]"
110066029092025054236899841,1280,720,1039.5323363289433,4,"[0, 4, 3, 5]"
110066029092025054252679692,1280,720,1666.7744056117576,0,[]
110066118092025090208948183,963,1280,386.35885173101735,4,"[0, 2, 1, 8]"
110066118092025090208983680,963,1280,688.3553941198916,4,"[0, 1, 6, 4]"
110066118092025090641939466,616,1280,379.0782665694441,4,"[0, 8, 1, 4]"
110066118092025090641957362,1488,1335,15.667641618080848,4,"[0, 8, 2, 2]"
110066118122025104718789551,686,1280,398.9172634672878,0,[]
110066118122025104718789565,963,1280,698.2067386477094,4,"[0, 6, 3, 2]"
110066118122025104819129811,738,1280,178.16024475028627,4,"[0, 3, 8, 1]"
110066118122025104819166510,963,1280,589.5473995600845,4,"[0, 3, 8, 6]"
110066118122025104908786004,836,1280,233.6012935182858,4,"[0, 2, 7, 7]"
110066118122025104908788784,963,1280,469.8715883286144,4,"[0, 8, 5, 1]"
110066126092025120615804783,1280,1086,50.170487682890226,0,[]
110066126092025120615881821,1280,936,433.0185153662665,0,[]
110066126092025121116035934,767,1280,342.53365180574247,4,"[0, 1, 5, 4]"
110066126092025121116064226,1280,1194,975.0337142088773,4,"[0, 8, 8, 4]"
110066128102025065255498004,867,1156,321.039633721439,3,"[0, 4, 4]"
110066128102025065255851188,720,1280,6914.813766519504,1,[0]
110066129012026090529625734,1204,1600,54.79379193384204,0,[]
110066129012026090606955999,1080,1404,31.063352343720958,4,"[0, 6, 5, 3]"
110066129012026090638421545,1204,1600,58.10443935643021,0,[]
110066129012026090715641671,1204,1600,251.3644330901727,4,"[0, 1, 6, 4]"
110104011092025022024378452,1280,960,871.768848428328,0,[]
110104011092025022024405463,1280,960,256.99062007967365,4,"[0, 5, 5, 1]"
110104011092025022024427989,1280,960,330.48077414823905,4,"[0, 2, 2, 8]"
110104017102025051726953214,720,1280,131.12080049392796,4,"[0, 1, 6, 2]"
110104017102025051816119026,960,1280,640.7004132785373,4,"[0, 6, 6, 3]"
110104025082025122918196052,576,1280,2002.6216660623122,0,[]
110104025082025122918306511,720,1280,2097.0500064084263,3,"[0, 1, 5]"
110104029092025064731977038,1280,890,608.3528507330128,4,"[0, 7, 2, 3]"
110104029092025064731986517,1280,960,243.82512031235626,0,[]
110104029092025064731987260,960,1280,1759.8248905329997,3,"[0, 1, 7]"
110104029092025064731988553,1280,960,678.7097514702451,2,"[0, 6]"
110104029092025064732020097,1080,1920,411.02182098754173,4,"[0, 5, 3, 5]"
110113613032026113912308548,1600,993,176.88325579173767,4,"[0, 3, 1, 4]"
110113613032026113912603025,899,1599,277.5562324180505,4,"[0, 8, 5, 3]"
110113613032026124951540574,321,712,1766.2480340970947,3,"[0, 4, 2]"
110113613032026125030499902,900,1600,351.7762867910803,4,"[0, 7, 3, 4]"
110113624022026113814748137,1600,878,68.3762786799387,4,"[0, 5, 2, 3]"
110113624022026113828531492,1600,1461,195.77604163484438,4,"[0, 6, 6, 2]"
110113624022026113946550100,1432,828,51.91810632100339,4,"[0, 7, 8, 8]"
110113628012026034332538935,899,1599,296.42344733244516,0,[]
110113628012026034333014515,1600,1533,920.2541059494741,0,[]
110126411082025121527414549,1600,900,80.09716385215278,3,"[0, 1, 8]"
110126417072025123642590910,1280,575,408.1783124401879,0,[]
110140610102025065252342229,1129,751,5496.886805065327,4,"[0, 3, 2, 3]"
110140619112025064409874576,1200,1600,313.4300072911415,0,[]
110140620032026071622579813,1280,597,150.9129383409552,0,[]
110140620122025103603290023,1280,960,19.67294917534722,3,"[0, 3, 3]"
110140625032026082215964010,1536,1536,30.646329135236613,4,"[0, 5, 4, 3]"
110140625122025022951552764,747,1600,159.55765319778666,0,[]
110140631102025123733050596,900,1600,148.72444579869597,4,"[0, 2, 8, 6]"
110140631102025124207344630,1600,900,197.97664059996092,0,[]
110152406042026071523631391,1600,900,3897.5095312570816,0,[]
110152411032026013410694954,899,1599,92.27244571064394,4,"[0, 7, 8, 4]"
110152411032026013420563797,1080,1581,124.1952813212488,3,"[0, 7, 7]"
110152413122025021841291749,1280,575,1078.750520614808,4,"[0, 7, 8, 7]"
110152413122025021845554929,575,1280,382.35328274720695,4,"[0, 1, 6, 7]"
110152416032026020842755386,1600,899,721.1912676114529,1,[0]
110152416032026020935917478,1600,899,5057.142161098531,0,[]
110156023032026041659220380,900,1600,1449.5161673840234,2,"[0, 2]"
110157402042026063551114074,1600,900,3042.0421041652608,1,[0]
110157402042026063602631357,900,1600,223.75281662268324,4,"[0, 8, 2, 4]"
110157402042026064226060902,1600,900,1934.534657153738,0,[]
110157402042026064226066649,1600,900,235.52708720127265,4,"[0, 4, 1, 3]"
110157402042026064444900666,1600,900,2889.4208219395136,2,"[0, 7]"
110157402042026064444915883,1600,900,3891.392119629437,0,[]
110157402042026064646319058,900,1600,274.125396185856,0,[]
110157402042026064646320993,900,1600,4351.394580593224,0,[]
110157405032026014357911356,1280,960,141.69612001474633,4,"[0, 8, 6, 8]"
110157405032026014357997402,960,1280,485.6270449605915,4,"[0, 8, 8, 5]"
110157406082025115957874457,1600,900,233.45922847211372,0,[]
110157418102025124016630353,1600,900,2855.348985325729,4,"[0, 7, 8, 7]"
110157418102025124018580312,1440,1920,2021.752463279875,1,[0]
110157420082025015146540546,1920,1440,663.5131994421557,4,"[0, 8, 8, 1]"
110157420082025015205819779,1440,1920,246.9263775423759,0,[]
110157428072025032411085350,900,1600,824.3138115819054,4,"[0, 5, 5, 8]"
110157428072025032451843985,1600,900,521.8253656046219,4,"[0, 5, 2, 7]"
110165408092025122600540011,1280,576,86.99312464210539,4,"[0, 6, 7, 3]"
110165408092025122600810417,576,1280,375.0567402262085,4,"[0, 8, 8, 2]"
110165408092025122601053013,576,1280,239.6044070453923,4,"[0, 7, 6, 3]"
110165408092025122601091430,576,1280,552.476058237457,0,[]
110165408092025122601126481,576,1280,826.7199813838064,0,[]
110165409092025010008393945,1600,728,388.3158808029752,3,"[0, 6, 2]"
110165409092025010008394090,728,1600,104.49637188753576,4,"[0, 6, 5, 7]"
110165409092025010008466350,728,1600,2746.0393075196343,1,[0]
110165409092025125848987438,1280,576,582.8901902232935,0,[]
110165409092025125849112582,576,1280,6202.756056618132,2,"[0, 7]"
110165409092025125849136805,576,1280,6740.992399864659,1,[0]
110165422112025031943006975,576,1280,316.1792398322953,4,"[0, 2, 5, 5]"
110165422112025031943740759,1280,576,193.05589105629625,4,"[0, 8, 7, 5]"
110165422112025031943845998,576,1280,972.5337615585328,4,"[0, 3, 2, 5]"
110165424092025115548222308,728,1600,185.44651574678358,0,[]
110165424092025115548323826,728,1600,2932.149177125199,1,[0]
110165424092025115548357160,728,1600,2803.417573676734,2,"[0, 5]"
110165425082025123845302889,1920,1080,160.86975830354206,3,"[0, 5, 8]"
110165427032026052824738257,899,1599,57.365013245044906,4,"[0, 3, 8, 6]"
110165427032026052824773286,899,1599,90.26825006215057,4,"[0, 5, 3, 3]"
110165427032026052824773561,899,1599,58.82382817508667,0,[]
110165427032026052824782622,1599,899,324.1291394429638,0,[]
110165427032026052824981992,1920,1080,378.21225019271895,0,[]
110168605032026010353983387,1600,720,87.22347842814126,4,"[0, 1, 2, 1]"
110168605032026010612627132,1600,720,475.868549980104,4,"[0, 5, 7, 3]"
110168605032026011922232077,899,1599,163.67702491558745,4,"[0, 8, 5, 7]"
110168605032026011928802601,899,1599,34.73520085643798,0,[]
110168605032026012021905306,899,1599,13.33303606563326,0,[]
110168605032026012031977571,899,1599,581.520462783398,4,"[0, 3, 4, 7]"
110168605032026012116554333,899,1599,973.0164117870273,3,"[0, 7, 8]"
110168605032026012126039751,899,1599,958.8939761149552,4,"[0, 2, 1, 5]"
110168612032026050352312152,1600,676,193.92781954632193,4,"[0, 7, 5, 8]"
110168612032026050355918960,899,1599,776.4028274482981,3,"[0, 5, 6]"
110168612032026050404629517,1600,1200,690.0642100604069,0,[]
110168623102025063039390796,721,1024,986.3023394876074,0,[]
110168623102025063039465854,576,1280,608.4622706079465,4,"[0, 1, 7, 8]"
110168623102025063039678685,720,1280,1328.2328788806763,0,[]
110168631072025063325989225,900,1600,118.09361937259067,4,"[0, 2, 1, 2]"
110168631072025063335794302,1600,900,1037.075476876562,2,"[0, 1]"
110171212022026014143364153,718,1600,190.117784530582,0,[]
110171212022026014143376414,1600,718,541.9777072381928,4,"[0, 6, 3, 6]"
110171213112025122506336691,1280,720,516.2566365145353,0,[]
110176929092025063650608143,1600,702,691.2630328401859,4,"[0, 6, 3, 7]"
110176929092025063651504581,1600,702,1433.3094070430352,2,"[0, 5]"
110176929092025064346427607,1600,900,314.866511788329,4,"[0, 1, 6, 5]"
110180722092025063110962338,1280,576,102.43608587136791,4,"[0, 3, 6, 8]"
110180722092025063110962347,576,1280,408.333515469408,0,[]
110180722092025065651373277,576,1280,272.1511216101805,4,"[0, 4, 1, 5]"
110180722092025070105136861,1280,576,344.83221491839964,4,"[0, 4, 8, 6]"
110184418072025055925928834,1200,1261,25.044719638720366,4,"[0, 1, 8, 5]"
110184418072025055925931060,1600,797,55.52905112179368,0,[]
110185302042026060709952839,720,1280,32.435509982521154,4,"[0, 3, 8, 8]"
110185302042026124612205212,1600,1200,79.43133176362603,0,[]
110185302042026124632574678,1600,1200,83.66079825996067,4,"[0, 1, 6, 5]"
110185302042026124645751468,1600,1200,141.99546144472225,4,"[0, 5, 5, 8]"
110185309022026112056092111,918,1297,984.5311445793722,4,"[0, 5, 2, 1]"
110185310022026104527656797,900,1460,122.70431571276603,0,[]
110185319082025010701181487,1261,619,4528.697780667422,4,"[0, 3, 7, 2]"
110185330032026122611498093,1280,720,219.37651698267427,4,"[0, 1, 4, 5]"
110192003012026013701682297,1440,1920,822.5614814749174,0,[]
110192003012026013757166529,1440,1920,25.416232872621386,4,"[0, 7, 4, 8]"
110192003012026014024326082,1440,1920,65.73469943415206,4,"[0, 6, 4, 3]"
110192003012026014420247098,1440,1920,334.783490574155,4,"[0, 4, 2, 6]"
110192003012026014550863721,1920,1440,129.75461516165555,4,"[0, 8, 2, 8]"
110192003012026014726986723,1920,1440,507.1290488239382,4,"[0, 5, 8, 1]"
110192003012026014923464832,1920,1440,200.18583470212624,0,[]
110192003012026015115074256,1440,1920,1058.5066215518568,0,[]
110192003012026023550022099,1920,864,244.7422844031914,4,"[0, 4, 4, 8]"
110192003012026023550050836,1920,864,358.2331866192883,0,[]
110192003012026023550054202,1920,864,517.702931713736,4,"[0, 6, 8, 1]"
110192006032026084934627092,1200,1600,269.53933168907304,4,"[0, 7, 4, 5]"
110192006032026084934639248,1200,1600,301.7724654835926,4,"[0, 2, 6, 7]"
110192006032026084934928937,1200,1600,68.03736247187392,4,"[0, 6, 6, 8]"
110192008082025053150761318,720,1600,135.17402359483205,0,[]
110192008082025053506500376,1600,1200,741.0578755447132,2,"[0, 3]"
110192012012026015922381928,900,1600,260.627369152025,4,"[0, 4, 1, 2]"
110192012012026015922405403,900,1600,331.6324777461728,4,"[0, 3, 4, 8]"
110192023012026120401571115,1600,1200,128.25567758943984,0,[]
110192024032026063806170082,1200,1600,76.01647935025363,0,[]
110192024032026063806215274,1200,1600,107.08947495260308,4,"[0, 5, 3, 7]"
110192024032026063806254595,1200,1600,221.17621354127496,4,"[0, 2, 7, 3]"
110192024032026064341251091,1600,1200,157.85813407734267,0,[]
110192024032026064341251316,1600,1200,168.66534321906227,0,[]
110192024032026064341251449,1600,1200,729.4253524544138,4,"[0, 2, 1, 8]"
110192025082025010054568912,922,448,4473.646839029491,4,"[0, 5, 6, 3]"
110192031012026015316266489,1280,720,90.48771267587051,4,"[0, 8, 4, 4]"
110196507082025034950460376,1080,883,7501.007950395353,0,[]
110196509092025111951197369,1200,1600,158.33380677023413,4,"[0, 5, 8, 7]"
110196509092025111951202902,1200,1600,575.915649430169,0,[]
110196515112025011955438566,590,1280,323.30187884932656,4,"[0, 4, 3, 5]"
110198101042026050325230724,899,1599,118.03187649556182,4,"[0, 5, 3, 2]"
110198104042026112615179855,899,1599,1035.967587544092,4,"[0, 7, 4, 8]"
110198106032026061457595649,899,1599,66.11100929840111,4,"[0, 3, 6, 1]"
110198111032026015237189115,899,1599,406.31232951701844,4,"[0, 1, 1, 1]"
110198116082025023457538767,960,1280,76.8526993813614,0,[]
110198118082025063331935556,899,1599,259.1180660817973,0,[]
110198123032026033701342033,1280,960,613.6809436516655,4,"[0, 3, 3, 1]"
110198127082025112720446163,576,1280,153.72629123190305,4,"[0, 1, 2, 4]"
110198127082025112730259746,576,1280,204.84716917982624,4,"[0, 7, 2, 5]"
110207306102025104054184077,1204,1600,69.18244910708142,0,[]
110207327112025042803006576,900,1600,600.4918789862611,0,[]
110216126022026015835397008,1600,1084,124.87106289814592,4,"[0, 2, 6, 3]"
110217720012026104518219083,1920,1080,637.7867481222082,4,"[0, 2, 4, 5]"
110222605032026110414750817,1599,899,723.4229846977977,4,"[0, 6, 3, 1]"
110222605032026110520078388,1599,899,384.7336819278289,0,[]
110222605122025020048957201,1200,1600,198.03385397646457,4,"[0, 5, 7, 3]"
110222605122025020211311094,1600,1200,721.2747160419311,3,"[0, 8, 7]"
110222605122025020318108761,1600,1200,41.5008706166664,0,[]
110222605122025020435172757,1200,1600,91.99238967418593,4,"[0, 1, 4, 7]"
110222607022026105009172480,1600,1200,38.635647371581754,0,[]
110222607022026105009221161,1200,1600,130.09492026022107,4,"[0, 4, 5, 3]"
110222619022026032611402858,899,1599,50.905531176012936,3,"[0, 3, 2]"
110222622102025123421617018,1280,577,8412.888721356065,2,"[0, 1]"
110222624112025052028986594,960,1280,215.32166329239737,0,[]
110222624112025052036699762,1280,960,884.5604716561397,0,[]
110222626082025021523607059,1200,1600,332.5535431764103,0,[]
110222626082025021547974161,1200,1600,627.3019397497698,4,"[0, 6, 2, 1]"
110222626082025021824697440,1200,1600,1123.9909955235937,3,"[0, 8, 1]"
110222626082025021844622548,1200,1600,463.49495572195934,4,"[0, 1, 1, 8]"
110222626082025021906612968,1200,1600,1112.819075929978,0,[]
110222626112025103934768889,720,1280,268.5187933207194,0,[]
110222626112025103949374316,720,1280,2033.8741593568402,4,"[0, 6, 8, 3]"
110222626112025104552915413,720,1280,2811.328096766011,0,[]
110222626112025104558035546,720,1280,175.8071520797117,0,[]
110222626112025104701285560,720,1280,2188.5426252892767,4,"[0, 5, 7, 6]"
110228414102025041827150205,900,1600,365.31641146573304,3,"[0, 7, 6]"
110228414102025041939727440,900,1600,462.55349599073884,4,"[0, 8, 7, 7]"
110228414102025042035199000,900,1600,679.5320067881823,4,"[0, 1, 4, 2]"
110228414102025042100633244,1600,900,4789.7973185849605,3,"[0, 7, 1]"
110228414102025042140238317,900,1600,2693.1034138854125,2,"[0, 1]"
110228414102025042153455115,1600,900,3331.497772649004,1,[0]
110228414102025043154342388,900,1600,75.11950694437499,4,"[0, 1, 1, 5]"
110228414102025043155019844,900,1600,2606.877541979629,4,"[0, 8, 8, 4]"
110228414102025043155195077,900,1600,2671.0190441568634,1,[0]
110228430122025112852751942,1200,1600,352.6748195933583,0,[]
110228430122025112853516932,1600,1200,570.8017843044433,3,"[0, 2, 3]"
110234315092025034015717057,1200,1600,293.2602428247502,0,[]
110234704092025121826929460,720,1280,820.9138336139772,0,[]
110234704092025122041770658,720,1280,430.5006166301292,0,[]
110234704092025122135315354,899,1599,545.8330992362243,4,"[0, 8, 6, 6]"
110234704092025122234980399,720,1280,835.7139926703371,4,"[0, 2, 7, 6]"
110234726032026015425089942,1200,1600,1407.2652172958985,0,[]
110234726032026122142912817,1599,899,1934.829168104703,4,"[0, 7, 1, 2]"
110234727092025121657337098,1599,899,729.200655852235,1,[0]
110234731122025122047238530,720,1280,2081.971779826175,0,[]
110234731122025122142623767,720,1279,6017.768043303745,0,[]
110237512112025051711461213,960,1280,120.25618401293687,0,[]
110237512112025051711465996,960,1280,143.97537677644027,4,"[0, 7, 1, 5]"
110237516102025020028944806,1032,477,142.6940029264226,4,"[0, 8, 6, 7]"
110237516102025020028944819,1032,477,186.85848445536794,4,"[0, 8, 5, 6]"
110237516102025020029027484,1032,477,763.4174590360946,3,"[0, 6, 2]"
110237516102025020029032499,477,1032,191.57101945090702,4,"[0, 6, 3, 8]"
110237516102025020029032816,1032,477,605.8547862621157,2,"[0, 6]"
110237523012026012908202998,719,1599,180.5869520708155,4,"[0, 4, 4, 5]"
110237523012026012908203010,719,1599,178.28007930724579,4,"[0, 3, 2, 1]"
110237523012026012908268060,719,1599,1246.2870505386659,1,[0]
110237523122025021231649796,745,1600,1865.0445416424586,0,[]
110237523122025021232331646,1600,745,2172.602056388786,4,"[0, 5, 1, 2]"
110237523122025021232601459,745,1600,1798.1421771541823,3,"[0, 5, 4]"
110237523122025021233210611,1599,899,2045.5060600495829,1,[0]
110237523122025021233495572,899,1599,4851.619047140334,0,[]
110237527102025031204636655,748,378,950.9044894654194,4,"[0, 2, 4, 2]"
110237527102025031204636665,780,1040,83.57164322232673,4,"[0, 8, 8, 8]"
110237530122025121937092304,653,1160,396.1473764739356,0,[]
110237530122025121937122695,1160,653,233.74334360796874,4,"[0, 1, 8, 3]"
110237530122025121937830294,653,1160,2943.7805838679137,0,[]
110237530122025121938403515,864,1920,147.67279066742208,2,"[0, 3]"
110237530122025121938589872,1080,574,1790.6133032099303,1,[0]
110252924092025112322936081,720,1280,14.959410804690844,0,[]
110252924092025112323005026,1280,720,257.9366370896222,4,"[0, 1, 5, 6]"
110253603112025012504349667,1600,1200,256.39483177506514,4,"[0, 2, 6, 7]"
110253607112025020618728929,720,1280,318.3243587067204,2,"[0, 7]"
110253614012026061339181110,960,1280,197.89502757860555,4,"[0, 5, 6, 7]"
110253614012026061630080423,960,1280,777.5952434306437,3,"[0, 8, 2]"
110254028082025025431968568,1040,780,98.2298618553211,4,"[0, 6, 3, 6]"
110254029102025050149049162,963,1280,97.55970687354316,0,[]
110257202072025070651667706,864,1920,35.93377458123095,0,[]
110257711112025022506408103,900,1600,142.81921584411845,0,[]
110257711112025022506893618,900,1600,66.36705249628858,4,"[0, 6, 8, 5]"
110257711112025022507170346,900,1600,120.00967914246915,4,"[0, 7, 1, 5]"
110257720112025021752884468,720,1280,620.0230554551678,4,"[0, 8, 4, 5]"
110257720112025022019367932,1280,590,1225.5808407596526,0,[]
110257720112025022019400570,1152,864,143.8892391302422,0,[]
110257720112025022019470506,1152,864,222.41956588753447,0,[]
110257720112025022112317191,1152,864,50.72274028368753,0,[]
110257720112025022112395397,1152,864,368.0985264182091,4,"[0, 8, 7, 8]"
110257720112025022112471643,590,1280,1175.2912538260136,0,[]
110257720112025022112486200,1152,864,73.0017426563984,4,"[0, 3, 8, 2]"
110257724092025014040417954,899,1599,261.8296508715882,0,[]
110257724092025014040594422,1599,899,19.927378136622423,4,"[0, 3, 7, 8]"
110263722022026083616553366,1062,510,573.8401849803428,4,"[0, 7, 8, 4]"
110263722022026083616553386,1078,456,360.9747500011599,0,[]
110276310032026091750217163,1080,1920,511.82730084145624,4,"[0, 8, 5, 5]"
110278619082025012638941139,960,1280,1059.9643750838432,1,[0]
110278619082025012649715815,780,1040,132.00839743589134,4,"[0, 6, 5, 2]"
110278631072025013619041860,738,1599,2936.0876493778646,1,[0]
110278631072025013628273113,1599,738,1425.1769695376715,4,"[0, 4, 2, 4]"
110284407042026100801532849,1195,1726,317.03736822254405,0,[]
110284413112025094229086523,899,1599,1188.2349455879973,0,[]
110309728112025024432713980,648,1152,6861.698846224001,3,"[0, 4, 3]"
110309730032026082309149779,1280,960,6226.897754591512,3,"[0, 4, 2]"
110309730032026083748629148,1600,1371,7988.581442323349,4,"[0, 7, 7, 8]"
110309730032026084414331358,1600,719,6972.833832420261,0,[]
110309730032026084843574887,1600,719,5306.098454431763,1,[0]
